Job Title;Company Name;Location;Posted Date;Job Type;Job Skills;Link;Salary;Responsibilities
Security personnel (10th of Ramadan);Vinchi Furniture ;10th of Ramadan City, Cairo, Egypt ;10 days ago;Full Time;Full TimeExperienced  1 - 5 Yrs of Exp  Administration  Other  Security  Business Administration  Human Resources (HR)  Attendance system  Labor Law;https://wuzzuf.net/jobs/p/ZbyPiVmR83jP-Security-personnel-10th-of-Ramadan-Vinchi-Furniture-Cairo-Egypt?o=2115&l=sp&t=sj&a=data|search-v3|navbl;;
Sales Engineer - Supermarkets & Shops fitting;Arab Mechanical Engineers  ;Nasr City, Cairo, Egypt ;23 days ago;Full Time;Full TimeExperienced  2 - 3 Yrs of Exp  Engineering - Construction/Civil/Architecture  Sales/Retail  Applied Arts  Interior Design  Metal furniture  Industrial Design  AutoCAD  3D Max  Sales  Engineering;https://wuzzuf.net/jobs/p/FJ5XL5prdIcE-Sales-Engineer---Supermarkets-Shops-fitting-Arab-Mechanical-Engineers-Cairo-Egypt?o=2116&l=sp&t=sj&a=data|search-v3|navbl;;
Sales Engineer;Cretematic ;Haram, Giza, Egypt ;23 days ago;Full Time;Full TimeExperienced  4 - 7 Yrs of Exp  Engineering - Construction/Civil/Architecture  Sales/Retail  Engineering - Other  Negotiation  Engineering  sales skills  Sales Target  concrete  Precast  Sales;https://wuzzuf.net/jobs/p/QcBdFlINPQal-Sales-Engineer-Cretematic-Giza-Egypt?o=2117&l=sp&t=sj&a=data|search-v3|navbl;;
Site Technical Office Engineer - Electrical -BIM;Construction Management Systems ;6th of October, Giza, Egypt ;23 days ago;Full Time;Full TimeExperienced  3 - 5 Yrs of Exp  Engineering - Construction/Civil/Architecture  Engineering  Technical Office  Civil Engineering  Workshop Drawings  English  Microsoft Office;https://wuzzuf.net/jobs/p/o09tYd3PITGL-Site-Technical-Office-Engineer---Electrical--BIM-Construction-Management-Systems-Giza-Egypt?o=2118&l=sp&t=sj&a=data|search-v3|navbl;;
Lab Supervisor - Mechanical;Confidential ;New Capital, Cairo, Egypt ;23 days ago;Full Time;Full TimeExperienced  3 - 5 Yrs of Exp  Engineering - Mechanical/Electrical  Engineering - Other  Lab  Mechanical Engineering;https://wuzzuf.net/jobs/p/NYLcNj0s4xl1-Lab-Supervisor---Mechanical-Cairo-Egypt?o=2119&l=sp&t=sj&a=data|search-v3|navbl;;
Compensation And Benefits Supervisor;Confidential ;6th of October, Giza, Egypt ;23 days ago;Full Time;Full TimeManager  5 - 10 Yrs of Exp  Engineering - Construction/Civil/Architecture  Human Resources  Engineering - Telecom/Technology  Payroll  Compensation and Benefits  Personnel  Human Resources (HR)  Employment Law;https://wuzzuf.net/jobs/p/mqLuJacsSH2z-Compensation-And-Benefits-Supervisor-Giza-Egypt?o=2120&l=sp&t=sj&a=data|search-v3|navbl;;
Engineer Surveyor;KEC- IDENTITY FOR ENGENERING ;New Capital, Cairo, Egypt ;23 days ago;Full Time;Full TimeExperienced  5 - 10 Yrs of Exp  males_preferred  Engineering - Construction/Civil/Architecture  Engineering - Other  Engineering  surveyor;https://wuzzuf.net/jobs/p/HgPDglRRocJE-Engineer-Surveyor-KEC--IDENTITY-FOR-ENGENERING-Cairo-Egypt?o=2121&l=sp&t=sj&a=data|search-v3|navbl;;
Sr Principal Process Control Engineer;Air Products (Middle East) FZE ;Riyadh, Saudi Arabia ;10 days ago;Full Time;Full TimeNot specified  Manufacturing/Production  Quality  Engineering - Mechanical/Electrical  Engineering  Quality Control  Electrical Engineering  Production  Chemical Engineering  Civil Engineering  FMCG;https://wuzzuf.net/jobs/p/cD92qjS5maWU-Sr-Principal-Process-Control-Engineer-Air-Products-Middle-East-FZE-Riyadh-Saudi-Arabia?o=2122&l=sp&t=sj&a=data|search-v3|navbl;;
QA/QC Site Document Controller;Air Products (Middle East) FZE ;Duba, Saudi Arabia ;10 days ago;Full Time;Full TimeNot specified  Administration  Engineering - Construction/Civil/Architecture  Project/Program Management  Administration  Construction  Document Control  Document Controlling  Microsoft Office  Project Management  Site;https://wuzzuf.net/jobs/p/BNr2g5NpspDe-QAQC-Site-Document-Controller-Air-Products-Middle-East-FZE-Duba-Saudi-Arabia?o=2123&l=sp&t=sj&a=data|search-v3|navbl;;
Draftsman;Confidential ;Heliopolis, Cairo, Egypt ;10 days ago;Full Time;Full TimeExperienced  5 - 7 Yrs of Exp  Creative/Design/Art  Engineering - Mechanical/Electrical  3D  2D  AutoCAD  Design  Electrical  Electrical Engineering  Engineering  Experience;https://wuzzuf.net/jobs/p/nFN9U5sMmWyo-Draftsman-Cairo-Egypt?o=2124&l=sp&t=sj&a=data|search-v3|navbl;;
Quality Control Manager;Egast ;Bab Sharq, Alexandria, Egypt ;10 days ago;Full Time;Full TimeManager  3 - 10 Yrs of Exp  Quality  Agricultural Engineering  Agriculture Engineering  quality;https://wuzzuf.net/jobs/p/UxVNMetS4YUF-Quality-Control-Manager-Egast-Alexandria-Egypt?o=2125&l=sp&t=sj&a=data|search-v3|navbl;;
Sales Marketing Executive;B2B LOGISTICS SERVICES ;Alexandria, Egypt ;10 days ago;Full Time;Full TimeExperienced  1 - 3 Yrs of Exp  Sales/Retail  CRM  Sales  Logistics  Marketing;https://wuzzuf.net/jobs/p/vtv4DMb1NSRx-Sales-Marketing-Executive-B2B-LOGISTICS-SERVICES-Alexandria-Egypt?o=2126&l=sp&t=sj&a=data|search-v3|navbl;;
sales & collection supervisor;Gulfmed Egypt  ;Maadi, Cairo, Egypt ;10 days ago;Full Time;Full TimeExperienced  1 - 5 Yrs of Exp  males_preferred  Medical/Healthcare  Sales/Retail  Sales  sales skills  Medical;https://wuzzuf.net/jobs/p/dTQzNWk4cRoc-sales-collection-supervisor-Gulfmed-Egypt-Cairo-Egypt?o=2127&l=sp&t=sj&a=data|search-v3|navbl;;
Python Developer;Multi Level Group (MLG) ;Maadi, Cairo, Egypt ;1 month ago;Full Time;Full TimeExperienced  5 - 10 Yrs of Exp  IT/Software Development  Engineering - Telecom/Technology  Django  Engineering  Git  Information Technology (IT)  OOP  PHP  Programming  Software Development;https://wuzzuf.net/jobs/p/NEuzz9ILgVlu-Python-Developer-Multi-Level-Group-MLG-Cairo-Egypt?o=2128&l=sp&t=sj&a=data|search-v3|navbl;;
VoIP Support Engineer;Contivio.com ;Nasr City, Cairo, Egypt ;10 days ago;Full Time;Full TimeExperienced  3 - 10 Yrs of Exp  Customer Service/Support  Engineering - Telecom/Technology  SIP  IVR  CRM  Voip Systems  PBX;https://wuzzuf.net/jobs/p/letwU7u6pVeM-VoIP-Support-Engineer-Contivio-com-Cairo-Egypt?o=2129&l=sp&t=sj&a=data|search-v3|navbl;;
Backend Developer;nichepharma ;Sheikh Zayed, Giza, Egypt ;1 month ago;Internship;InternshipStudent  IT/Software Development  Engineering - Telecom/Technology  Computer Science  back-end  MongoDB  Software Development  RESTful  JavaScript;https://wuzzuf.net/internship/3WY8heb1qsIK-Backend-Developer-nichepharma-Giza-Egypt?o=2130&l=sp&t=sj&a=data|search-v3|navbl;;
General Accountant;Confidential ;Maadi, Cairo, Egypt ;24 days ago;Full Time;Full TimeExperienced  1 - 3 Yrs of Exp  Accounting/Finance  Accounting  excel  MS Excel  MS  Vlookups;https://wuzzuf.net/jobs/p/RsFk7I0jtKaS-General-Accountant-Cairo-Egypt?o=2131&l=sp&t=sj&a=data|search-v3|navbl;;
Innovation & Design Officer;floward ;Cairo, Egypt ;29 days ago;Full Time;Full TimeExperienced  3 - 5 Yrs of Exp  Creative/Design/Art  Manufacturing/Production  Production  Product Management  Product Development  Innovation  Design  Adobe Photoshop  Leadership  Microsoft Office;https://wuzzuf.net/jobs/p/v31GXRc228vA-Innovation-Design-Officer-floward-Cairo-Egypt?o=2132&l=sp&t=sj&a=data|search-v3|navbl;;
Senior Manager/Director - External Audit, Saudi Arabia;Confidential ;Riyadh, Saudi Arabia ;29 days ago;Full Time;Full TimeSenior Management  12+ Yrs of Exp  Accounting/Finance  Accounting  Arabic  Auditing  business  Communication  Communication skills  Finance  Financial Management  Project Management;https://wuzzuf.net/jobs/p/HhM3iA7BH7in-Senior-ManagerDirector---External-Audit-Saudi-Arabia-Riyadh-Saudi-Arabia?o=2133&l=sp&t=sj&a=data|search-v3|navbl;;
Executive Civil Engineer G;Confidential ;Dabaa, Matruh, Egypt ;24 days ago;Full Time;Full TimeExperienced  2 - 6 Yrs of Exp  Engineering - Construction/Civil/Architecture  Civil Engineer  faculty of;https://wuzzuf.net/jobs/p/YV8Z6CLhtn5h-Executive-Civil-Engineer-G-Matruh-Egypt?o=2134&l=sp&t=sj&a=data|search-v3|navbl;;
Senior Python Developer;Human Quality ;Maadi, Cairo, Egypt ;24 days ago;Full Time;Full TimeWork From HomeExperienced  5 - 8 Yrs of Exp  IT/Software Development  JavaScript  OOP  Python  Software Development  Django  HTML5  Programming  Computer Science  front-end;https://wuzzuf.net/jobs/p/W9FwcYEbjdRS-Senior-Python-Developer-Human-Quality-Cairo-Egypt?o=2135&l=sp&t=sj&a=data|search-v3|navbl;;
Cost Manager;Ayman Shahin Group ;10th of Ramadan City, Cairo, Egypt ;11 days ago;Work From Home;Full TimeManager  5+ Yrs of Exp  Accounting/Finance  Cost  Microsoft Dynamics AX 2012  Finance  Food Manufacturing;https://wuzzuf.net/jobs/p/799gyz1nNXuO-Cost-Manager-Ayman-Shahin-Group-Cairo-Egypt?o=2136&l=sp&t=sj&a=data|search-v3|navbl;;
Google Analytics Expert;Reach ;New Cairo, Cairo, Egypt ;1 month ago;Full Time;Freelance / ProjectExperienced  4 - 6 Yrs of Exp  Marketing/PR/Advertising  Media/Journalism/Publishing  Analysis  Analytics  Communication  google  Google Analytics  Marketing  Performance  Research;https://wuzzuf.net/jobs/p/5ZNvjkvgI03d-Google-Analytics-Expert-Reach-Cairo-Egypt?o=2137&l=sp&t=sj&a=data|search-v3|navbl;;
Oracle Developer;Premier Services and Recruitment Overseas  ;Maadi, Cairo, Egypt ;1 month ago;Freelance / Project;Full TimeExperienced  2 - 4 Yrs of Exp  IT/Software Development  Engineering - Telecom/Technology  Computer Science  Oracle  Software Development;https://wuzzuf.net/jobs/p/Db4lYaf1sNCE-Oracle-Developer-Premier-Services-and-Recruitment-Overseas-Cairo-Egypt?o=2138&l=sp&t=sj&a=data|search-v3|navbl;;
Senior Software Engineer;Amanleek ;New Cairo, Cairo, Egypt ;24 days ago;Full Time;Full TimeExperienced  2 - 4 Yrs of Exp  IT/Software Development  Engineering - Telecom/Technology  AWS  Node Js  PHP  React  React Native  Software Development  Information Technology (IT)  MySQL;https://wuzzuf.net/jobs/p/hazpjvp1dnvm-Senior-Software-Engineer-Amanleek-Cairo-Egypt?o=2139&l=sp&t=sj&a=data|search-v3|navbl;;
Information Services Administrator;Xceed Contact Center ;6th of October, Giza, Egypt ;24 days ago;Full Time;Full TimeEntry Level  1 - 2 Yrs of Exp  IT/Software Development  Engineering - Telecom/Technology  MCSE  Windows 2012 servers  Computer Science  Software  Software Engineering  Windows  Infrastructure  Information Technology (IT);https://wuzzuf.net/jobs/p/0WHt1gYouf5w-Information-Services-Administrator-Xceed-Contact-Center-Giza-Egypt?o=2140&l=sp&t=sj&a=data|search-v3|navbl;;
ERP System Analyst;Xceed Contact Center ;Maadi, Cairo, Egypt ;24 days ago;Full Time;Full TimeEntry Level  0 - 1 Yrs of Exp  IT/Software Development  Engineering - Telecom/Technology  Engineering  Oracle  Programming  Software Engineering  SQL  Software Development  Software  System Analysis;https://wuzzuf.net/jobs/p/5cnwcfWQb0tq-ERP-System-Analyst-Xceed-Contact-Center-Cairo-Egypt?o=2141&l=sp&t=sj&a=data|search-v3|navbl;;
Sales Engineer;Confidential ;Heliopolis, Cairo, Egypt ;24 days ago;Full Time;Full TimeExperienced  3 - 8 Yrs of Exp  Customer Service/Support  Manufacturing/Production  Sales/Retail  Engineering  Sales  Sales engineer  sales skills  Communication;https://wuzzuf.net/jobs/p/RxskjsOruKQd-Sales-Engineer-Cairo-Egypt?o=2142&l=sp&t=sj&a=data|search-v3|navbl;;
Search Engine Optimization Specialist;Elite Technology Based ;Heliopolis, Cairo, Egypt ;24 days ago;Full Time;InternshipEntry Level  Marketing/PR/Advertising  Media/Journalism/Publishing  SEO  Digital Marketing  Online Marketing  Marketing Research  Performance Marketing  Social Media  search  Ecommerce;https://wuzzuf.net/internship/wSqS02V1bYeM-Search-Engine-Optimization-Specialist-Elite-Technology-Based-Cairo-Egypt?o=2143&l=sp&t=sj&a=data|search-v3|navbl;;
Operations Manager (Properties Management);Up-Track for Real State ;Zamalek, Cairo, Egypt ;24 days ago;Internship;Full TimeManager  1 - 7 Yrs of Exp  Business Development  Hospitality/Hotels/Food Services  Sales/Retail  Manager  Operations  Operations Management  Communication  operations manager;https://wuzzuf.net/jobs/p/jDfkliGTf88k-Operations-Manager-Properties-Management-Up-Track-for-Real-State-Cairo-Egypt?o=2144&l=sp&t=sj&a=data|search-v3|navbl;;
Store Keeper;Rameda ;6th of October, Giza, Egypt ;24 days ago;Full Time;Full TimeEntry Level  1 - 3 Yrs of Exp  Logistics/Supply Chain  Medical/Healthcare  Pharmaceutical  Pharmaceutical  Communication skills  Sciences  Pharmaceutical Sciences  Supply Chain  Warehousing  Store Keeping;https://wuzzuf.net/jobs/p/jracEOJSTKIO-Store-Keeper-Rameda-Giza-Egypt?o=2145&l=sp&t=sj&a=data|search-v3|navbl;;
Warehouse / Storekeeper;Galaxy Consulting Solutions (G.C.S) ;New Cairo, Cairo, Egypt ;24 days ago;Full Time;Full TimeExperienced  3 - 7 Yrs of Exp  Administration  Logistics/Supply Chain  SAP  Storekeeping  Supply Chain  Warehousing  storekeeper;https://wuzzuf.net/jobs/p/oWQhn7GEOToc-Warehouse-Storekeeper-Galaxy-Consulting-Solutions-G-C-S-Cairo-Egypt?o=2146&l=sp&t=sj&a=data|search-v3|navbl;;
General Accountant;Interact Technology Solutions ;Maadi, Cairo, Egypt ;24 days ago;Full Time;Full TimeExperienced  2 - 5 Yrs of Exp  Accounting/Finance  Banking  accountant  Accounting  Communication  analytical  Documentation  Dynamics  Finance  Microsoft Dynamics;https://wuzzuf.net/jobs/p/9ALFUfsHk5cW-General-Accountant-Interact-Technology-Solutions-Cairo-Egypt?o=2147&l=sp&t=sj&a=data|search-v3|navbl;;
Senior Consultant-Financial Reporting;KPMG Lower Gulf Limited ;Abu Dhabi, United Arab Emirates ;24 days ago;Full Time;Full TimeNot specified  Accounting/Finance  IT/Software Development  Strategy/Consulting  Information Technology (IT)  Accounting  Finance  Computer Science  ERP  Business  English;https://wuzzuf.net/jobs/p/AVSgJKWcFCxB-Senior-Consultant-Financial-Reporting-KPMG-Lower-Gulf-Limited-Abu-Dhabi-United-Arab-Emirates?o=2148&l=sp&t=sj&a=data|search-v3|navbl;;
UAE National | Customer Offering Executive | AL Futtaim Automotive | Global Aftersales;Al Futtaim Group - Other locations ;Dubai, United Arab Emirates ;24 days ago;Full Time;Full TimeNot specified  Installation/Maintenance/Repair  Marketing/PR/Advertising  Engineering - Mechanical/Electrical  automotive  digital marketing  maintenance  marketing  management  sap  sales;https://wuzzuf.net/jobs/p/wHutc5C5Suvo-UAE-National-Customer-Offering-Executive-AL-Futtaim-Automotive-Global-Aftersales-Al-Futtaim-Group---Other-locations-Dubai-United-Arab-Emirates?o=2149&l=sp&t=sj&a=data|search-v3|navbl;;
Senior Planning Engineer;UrbaCon Contracting & Trading Company ;Riyadh, Saudi Arabia ;24 days ago;Full Time;Full TimeNot specified  IT/Software Development  Engineering - Telecom/Technology  Engineering - Mechanical/Electrical  Engineering  Information Technology (IT)  Computer Science  Software Engineering  Software Development  Civil Engineering  Mechanical Engineering;https://wuzzuf.net/jobs/p/gv1tVolTCKs6-Senior-Planning-Engineer-UrbaCon-Contracting-Trading-Company-Riyadh-Saudi-Arabia?o=2150&l=sp&t=sj&a=data|search-v3|navbl;;
Senior Cost Control Engineer;UrbaCon Contracting & Trading Company ;Riyadh, Saudi Arabia ;24 days ago;Full Time;Full TimeNot specified  IT/Software Development  Quality  Engineering - Telecom/Technology  Engineering  Quality Control  Computer Science  Information Technology (IT)  Software Testing  Quality Assurance  Cost Control;https://wuzzuf.net/jobs/p/Y9idLw3M9WKa-Senior-Cost-Control-Engineer-UrbaCon-Contracting-Trading-Company-Riyadh-Saudi-Arabia?o=2151&l=sp&t=sj&a=data|search-v3|navbl;;
FP&A Analyst;Gulfmed Egypt  ;Maadi, Cairo, Egypt ;24 days ago;Full Time;Full TimeExperienced  3 - 5 Yrs of Exp  males_preferred  Accounting/Finance  Accounting  Finance  Financial Analysis  Financial Management  Financial Planning  Analysis  Communication Skills;https://wuzzuf.net/jobs/p/uRtQIaMTyNiz-FPA-Analyst-Gulfmed-Egypt-Cairo-Egypt?o=2152&l=sp&t=sj&a=data|search-v3|navbl;;
HR Assistant;Memaar Degla ;10th of Ramadan City, Sharqia, Egypt ;24 days ago;Internship;InternshipEntry Level  Administration  Human Resources  Operations/Management  Human Resources  Human Resources (HR)  MS Office  Administration;https://wuzzuf.net/internship/tmuPLahyTiTp-HR-Assistant-Memaar-Degla-Sharqia-Egypt?o=2153&l=sp&t=sj&a=data|search-v3|navbl;;
Pricing Specialist;Sylndr ;Katameya, Cairo, Egypt ;29 days ago;Full Time;Full TimeEntry Level  0 - 3 Yrs of Exp  Other  Pricing  Automotive;https://wuzzuf.net/jobs/p/3OeXUYTpmGsr-Pricing-Specialist-Sylndr-Cairo-Egypt?o=2154&l=sp&t=sj&a=data|search-v3|navbl;;
Sales Coordinator for Maintenance contracts & Battery sales Dept.;Confidential ;Obour City, Cairo, Egypt ;24 days ago;Full Time;Full TimeExperienced  3 - 5 Yrs of Exp  females_preferred  Administration  Sales/Retail  Sales Coordination  Computer Skills;https://wuzzuf.net/jobs/p/wHy93TcNMIVp-Sales-Coordinator-for-Maintenance-contracts-Battery-sales-Dept-Cairo-Egypt?o=2155&l=sp&t=sj&a=data|search-v3|navbl;;
Personnel Specialist;El-Sewedy Electrometer ;6th of October, Giza, Egypt ;24 days ago;Full Time;Full TimeEntry Level  1 - 2 Yrs of Exp  Administration  Human Resources  Legal  excel  Governmental  HR  Human Resources (HR)  Microsoft Office  office  Operations;https://wuzzuf.net/jobs/p/eY9xWZFzEZWv-Personnel-Specialist-El-Sewedy-Electrometer-Giza-Egypt?o=2156&l=sp&t=sj&a=data|search-v3|navbl;;
Property Consultant El Sheikh Zayed;Property Hills ;6th of October, Giza, Egypt ;24 days ago;Full Time;Full TimeExperienced  1 - 2 Yrs of Exp  Other  Customer Support  sales skills  Sales  Sales Target;https://wuzzuf.net/jobs/p/jsephdkTJoHz-Property-Consultant-El-Sheikh-Zayed-Property-Hills-Giza-Egypt?o=2157&l=sp&t=sj&a=data|search-v3|navbl;;
Technician, Electrical Submersible Pumps;ADNOC (Abu Dhabi National Oil Company) ;Abu Dhabi, United Arab Emirates ;24 days ago;Full Time;Full TimeNot specified  Installation/Maintenance/Repair  Sales/Retail  Engineering - Mechanical/Electrical  engineering  mechanical engineering  electrical engineering  maintenance  electrical  production  commissioning;https://wuzzuf.net/jobs/p/To1bO1NTnNAe-Technician-Electrical-Submersible-Pumps-ADNOC-Abu-Dhabi-National-Oil-Company-Abu-Dhabi-United-Arab-Emirates?o=2158&l=sp&t=sj&a=data|search-v3|navbl;;
Master Electrician - TS/SCI;CACI International Inc ;Kuwait City, Kuwait ;24 days ago;Full Time;Full TimeNot specified  Engineering - Construction/Civil/Architecture  Creative/Design/Art  Engineering - Mechanical/Electrical  electrician  electrical  requirements  wiring  technical;https://wuzzuf.net/jobs/p/lIM9N1bDcEn6-Master-Electrician---TSSCI-CACI-International-Inc-Kuwait-City-Kuwait?o=2159&l=sp&t=sj&a=data|search-v3|navbl;;
Application Support Analyst;JP Morgan Chase ;Riyadh, Saudi Arabia ;24 days ago;Full Time;Full TimeNot specified  Installation/Maintenance/Repair  IT/Software Development  Engineering - Telecom/Technology  Information Technology (IT)  Computer Science  SQL  Application Support  Computer Engineering  Technical Support  Customer Support;https://wuzzuf.net/jobs/p/lyDLT77hEHCT-Application-Support-Analyst-JP-Morgan-Chase-Riyadh-Saudi-Arabia?o=2160&l=sp&t=sj&a=data|search-v3|navbl;;
Media Operations Executive Dubai, United Arab Emirates;GroupM Danmark ;Dubai, United Arab Emirates ;24 days ago;Full Time;Full TimeNot specified  Marketing/PR/Advertising  Sales/Retail  Media/Journalism/Publishing  marketing  sales  advertising  information technology (it)  media  accounting  communication;https://wuzzuf.net/jobs/p/NeYXyhEdlajB-Media-Operations-Executive-Dubai-United-Arab-Emirates-GroupM-Danmark-Dubai-United-Arab-Emirates?o=2161&l=sp&t=sj&a=data|search-v3|navbl;;
Test & Quality Manager;UBS ;Doha, Qatar ;24 days ago;Full Time;Full TimeNot specified  IT/Software Development  Quality  Engineering - Telecom/Technology  Information Technology (IT)  Computer Science  Testing  Software Testing  Software Development  Software Engineering  Quality Control;https://wuzzuf.net/jobs/p/jbnqvZaxFb5l-Test-Quality-Manager-UBS-Doha-Qatar?o=2162&l=sp&t=sj&a=data|search-v3|navbl;;
Project Manager;eT3 - Tomorrow Information Technology ;Cairo, Egypt ;24 days ago;Full Time;Full TimeManager  5 - 8 Yrs of Exp  IT/Software Development  Project/Program Management  Engineering - Telecom/Technology  DWH  Computer Science  PMP  Project Management  Information Technology (IT);https://wuzzuf.net/jobs/p/W41fMWgzlu7p-Project-Manager-eT3---Tomorrow-Information-Technology-Cairo-Egypt?o=2163&l=sp&t=sj&a=data|search-v3|navbl;;
Technical Office Team Leader (Architecture);Core Construction and Finishing  Egypt ;Heliopolis, Cairo, Egypt ;24 days ago;Full Time;Full TimeExperienced  10 - 13 Yrs of Exp  Engineering - Construction/Civil/Architecture  Creative/Design/Art  architectural  AutoCAD  Construction  Fit-Out  Interior Finishing;https://wuzzuf.net/jobs/p/jweQ2hyUNHbm-Technical-Office-Team-Leader-Architecture-Core-Construction-and-Finishing-Egypt-Cairo-Egypt?o=2164&l=sp&t=sj&a=data|search-v3|navbl;;
General Accountant;شركة المهدي للخدمات المعمارية ;New Cairo, Cairo, Egypt ;24 days ago;Full Time;Full TimeExperienced  1 - 3 Yrs of Exp  Accounting/Finance  Accounting  excel  Finance  MS Excel  General Ledger;https://wuzzuf.net/jobs/p/gt8BAaeP5QPE-General-Accountant-شركة-المهدي-للخدمات-المعمارية-Cairo-Egypt?o=2165&l=sp&t=sj&a=data|search-v3|navbl;;
Clients Relations Coordinator - Policy Admin;Beyond Insurance Brokerage ;Maadi, Cairo, Egypt ;24 days ago;Full Time;Full TimeEntry Level  1 - 3 Yrs of Exp  Administration  Medical/Healthcare  Admin  Medical Insurance  policy admin  Administration  English;https://wuzzuf.net/jobs/p/AnH686jz1B69-Clients-Relations-Coordinator---Policy-Admin-Beyond-Insurance-Brokerage-Cairo-Egypt?o=2166&l=sp&t=sj&a=data|search-v3|navbl;;
AI Technical Team Lead (Computer Vision Focus);Lumin ;Sheikh Zayed, Giza, Egypt ;29 days ago;Full Time;Full TimeManager  4 - 7 Yrs of Exp  IT/Software Development  Artificial Intelligence (AI)  Team Leadership  Computer Science  Engineering  Software Development  TensorFlow  PyTorch  Python  Agile;https://wuzzuf.net/jobs/p/Zf1qyM50FHBf-AI-Technical-Team-Lead-Computer-Vision-Focus-Lumin-Giza-Egypt?o=2167&l=sp&t=sj&a=data|search-v3|navbl;;
media buyer;Horizon Chemical for Special Chemicals  ;Alexandria, Egypt ;29 days ago;Full Time;Full TimeEntry Level  2 - 7 Yrs of Exp  Business Development  Logistics/Supply Chain  Marketing/PR/Advertising  Media Buying  media  campaigns  Google Ads  facebook  Ads  Marketing;https://wuzzuf.net/jobs/p/yFsArzqKDbSU-media-buyer-Horizon-Chemical-for-Special-Chemicals-Alexandria-Egypt?o=2168&l=sp&t=sj&a=data|search-v3|navbl;;
CEO Personal Assistant;Nature's Rule Egypt LLC  ;New Cairo, Cairo, Egypt ;24 days ago;Full Time;Full TimeExperienced  7 - 12 Yrs of Exp  Administration  Operations/Management  Administration  Assistant  English  Management  Microsoft Office  Office management  Secretary  Front Office;https://wuzzuf.net/jobs/p/gW4OYaTv8dEb-CEO-Personal-Assistant-Natures-Rule-Egypt-LLC-Cairo-Egypt?o=2169&l=sp&t=sj&a=data|search-v3|navbl;;
Export Sales Executive;Confidential ;Maadi, Cairo, Egypt ;24 days ago;Full Time;Full TimeExperienced  2+ Yrs of Exp  Business Development  Logistics/Supply Chain  Project/Program Management  Export  PMP  Project Management  Export Promotion  Export Development  Sales  Sales Skills;https://wuzzuf.net/jobs/p/JrKKVXZG64FW-Export-Sales-Executive-Cairo-Egypt?o=2170&l=sp&t=sj&a=data|search-v3|navbl;;
Regulatory Affairs & Supply Chain Manager;Confidential ;Nasr City, Cairo, Egypt ;24 days ago;Full Time;Full TimeManager  8 - 10 Yrs of Exp  Legal  Logistics/Supply Chain  Operations/Management  Communication  Logistics  Management  Pharmaceutical  Pharmaceutical Science  Pharmaceutical Sciences  Purchasing;https://wuzzuf.net/jobs/p/3oLNNIe3HpqJ-Regulatory-Affairs-Supply-Chain-Manager-Cairo-Egypt?o=2171&l=sp&t=sj&a=data|search-v3|navbl;;
Senior AX Microsoft Dynamics Developer;Sky Holding ;Maadi, Cairo, Egypt ;1 month ago;Full Time;Full TimeExperienced  3 - 6 Yrs of Exp  IT/Software Development  Engineering - Telecom/Technology  Ax  Ax Microsoft Dynamics  AX Microsoft  developer  Information Technology (IT)  Dynamics  Microsoft  Microsoft Dynamics;https://wuzzuf.net/jobs/p/7IooOXpfUeYf-Senior-AX-Microsoft-Dynamics-Developer-Sky-Holding-Cairo-Egypt?o=2172&l=sp&t=sj&a=data|search-v3|navbl;;
Cost Control Engineer;Alforat ;Glim, Alexandria, Egypt ;24 days ago;Full Time;Full TimeExperienced  6+ Yrs of Exp  Engineering - Construction/Civil/Architecture  Quality  Budgets  Engineering  Quality Control  Quality Assurance  troubleshoot  Communication;https://wuzzuf.net/jobs/p/G6EsTFy3yYsH-Cost-Control-Engineer-Alforat-Alexandria-Egypt?o=2173&l=sp&t=sj&a=data|search-v3|navbl;;
Quality Control Engineer; Frank Noe Egypt  ;6th of October, Giza, Egypt ;24 days ago;Full Time;Full TimeEntry Level  0 - 2 Yrs of Exp  Manufacturing/Production  Quality  Engineering - Mechanical/Electrical  Quality Control  Quality  Engineering  Mechanical Engineering  Production  Quality Assurance  Industrial;https://wuzzuf.net/jobs/p/xsYkQ7Hiq0e6-Quality-Control-Engineer-Frank-Noe-Egypt-Giza-Egypt?o=2174&l=sp&t=sj&a=data|search-v3|navbl;;
Maintenance Engineer - 6th Of October City; Frank Noe Egypt  ;6th of October, Giza, Egypt ;24 days ago;Full Time;Full TimeEntry Level  0 - 2 Yrs of Exp  Installation/Maintenance/Repair  Manufacturing/Production  Engineering - Mechanical/Electrical  Maintenance  Mechanical Engineering  Engineering  Engineer  English  Mechanical  Production;https://wuzzuf.net/jobs/p/2nQdUt0RJqVo-Maintenance-Engineer---6th-Of-October-City-Frank-Noe-Egypt-Giza-Egypt?o=2175&l=sp&t=sj&a=data|search-v3|navbl;;
Customer Services Executive;IGI-Group ;6th of October, Giza, Egypt ;24 days ago;Full Time;Full TimeExperienced  2 - 4 Yrs of Exp  Customer Service/Support  Customer Service  Customer Support  Customer Care  real-estate;https://wuzzuf.net/jobs/p/SfA7U6rPPwP5-Customer-Services-Executive-IGI-Group-Giza-Egypt?o=2176&l=sp&t=sj&a=data|search-v3|navbl;;
